RICHIESTA N° PROT;RICHIESTA ANNO PROT;RICHIESTA DATA;PROCEDIMENTO;ESITO PRATICA;CHIUSURA PRATICA DATA;CODICE VIA;CIVICO;ESPONENTE CIVICO;LOCALIZZAZIONI LISTA
148461;2019;2019-04-01;permesso di costruire a sanatoria con lavori LR 15/2013;Annullata su istanza di parte;2019-04-04;23250;23;;VIA ALESSANDRO FLEMING N.  23 INTERNO 0
312679;2019;2019-07-05;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2020-10-27;4600;15;;VIA S. BARBARA N.  15 INTERNO 0
313930;2015;2015-10-12;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2016-03-17;36250;17;;VIA MARZABOTTO N.  17 INTERNO 0
268602;2016;2016-08-08;permesso di costruire a sanatoria con lavori LR 15/2013;Diniegata;2016-12-05;13400;15;;VIA CA' ROSA N.  15 INTERNO 0
125003;2017;2017-04-06;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata;2017-05-19;35100;247;;VIA MARCO EMILIO LEPIDO N.  247 INTERNO 0
542674;2019;2019-12-04;permesso di costruire a sanatoria con lavori LR 15/2013;Diniegata;2020-09-30;39450;6;;VIA DI MONTE ALBANO N.  6 INTERNO 0
293582;2021;2021-06-25;permesso di costruire a sanatoria con lavori LR 15/2013;Rinunciata su istanza di parte_AD ESCLUSIONE DELL'ACCERTAMENTO COMPATIBILITA' PAESAGGISTICA;2021-06-25;50200;12;;VIA RIGOSA N.  12 INTERNO 0
561221;2021;2021-12-14;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata;2023-08-10;5680;16;;VIA FELICE BATTAGLIA N.  16 INTERNO 0
310282;2020;2020-08-05;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-07-13;2900;37;3;VIA DELL'ARCOVEGGIO N.  37 / 3 INTERNO 0  PIANO t
228377;2014;2014-08-07;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2016-04-13;18150;7;;PIAZZA DELLA COSTITUZIONE N.  7
170807;2015;2015-06-04;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2016-11-28;2900;49;2;VIA DELL'ARCOVEGGIO N.  49 / 2 INTERNO 0
222402;2018;2018-05-28;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Concluso   Esito negativo;2018-11-05;52550;83;;VIA DELLA SALUTE N.  83 INTERNO 0  PIANO T
444484;2021;2021-10-05;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2021-12-09;40910;12;3a;VIA PAOLO NANNI COSTA N.  12 / 3a INTERNO 0  PIANO T-1
169604;2022;2022-04-08;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2022-06-06;51860;6;E;VIA ANGELO RUFFINI N.  6 / E INTERNO 0  PIANO TERRA
673794;2022;2022-10-14;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2023-06-01;23700;;;VIA DELLA FOSCHERARA INTERNO 0  (Civico da definire)
528642;2018;2018-12-19;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2019-09-16;35270;2;;VIA DON OLINTO MARELLA N.  2 INTERNO 0  PIANO -1,-2
311302;2018;2018-07-20;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2018-12-14;62800;7;;VIA LIVIO ZAMBECCARI N.  7 INTERNO 0  PIANO INT.
75250;2020;2020-02-18;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2020-12-10;31900;6;;VIA S. LIBERATA N.  6 INTERNO 0
110461;2020;2020-03-12;permesso di costruire a sanatoria LR 15/2013;;;58850;8;;VIA DELLE TOVAGLIE N.  8 INTERNO 0
353890;2019;2019-08-02;permesso di costruire a sanatoria LR 15/2013;Diniegata;2020-06-18;30870;35;;VIA GIUSEPPE ANTONIO LANDI N.  35 INTERNO 0
503416;2018;2018-12-04;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2019-08-06;30350;4;;VIA DI JOLA N.  4 INTERNO 0  PIANO 0
172782;2018;2018-04-29;permesso di costruire a sanatoria LR 15/2013;;;6400;31;;VIA BELLINZONA N.  31 INTERNO 0  PIANO s
179716;2014;2014-06-18;permesso di costruire a sanatoria LR 15/2013;Diniegata;2014-10-14;70;24;;VIA NICOLO' DELL'ABATE N.  24
276302;2015;2015-09-10;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2015-12-17;59100;12;;VIA DEL TREBBO N.  12 INTERNO 0  PIANO s1
402358;2015;2015-12-23;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2016-03-02;36650;39;;VIA ERNESTO MASI N.  39 INTERNO 0
415902;2016;2016-12-14;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2017-02-09;34200;17;;VIA S.MAMOLO N.  17 INTERNO 0  PIANO S1T12
234547;2017;2017-06-28;permesso di costruire a sanatoria LR 15/2013;Concluso   Esito positivo;2017-10-02;61360;20;;VIA DEL VETRAIO N.  20 INTERNO 0
22330;2018;2018-01-17;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2018-07-27;21000;21;;VIA DUE PORTONI N.  21 INTERNO 0
41262;2018;2018-01-29;permesso di costruire a sanatoria LR 15/2013;Rinunciata;2018-02-08;2930;10;;VIA ROBERTO ARDIGO' N.  10 INTERNO 0  PIANO s1
302101;2018;2018-07-14;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2018-09-18;34200;161;2;VIA S.MAMOLO N.  161 / 2 INTERNO 1  PIANO TERRA
432615;2021;2021-09-29;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2021-11-11;29880;1;;VIA DELL'IDRAULICO N.  1 INTERNO 0
134574;2015;2015-05-07;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Diniegata;2015-10-30;59980;11;;VIA GIUSEPPE VACCARO N.  11 INTERNO 0
134575;2015;2015-05-07;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Rilasciata;2016-12-22;45100;12;;VIA PERSICETANA VECCHIA N.  12 INTERNO 0
300166;2015;2015-09-30;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Rilasciata;2016-02-12;60800;29;3A;VIA XXI APRILE 1945 N.  29 / 3A INTERNO 1
299862;2016;2016-09-12;permesso di costruire a sanatoria LR 15/2013 - non residenziale;Rilasciata;2017-05-19;59980;11;;VIA GIUSEPPE VACCARO N.  11 INTERNO 0
213392;2008;2008-09-09;permesso di costruire in deroga;Rilasciata;2008-12-18;20500;158;71;VIA S.DONATO N.  158 / 71
64343;2009;2009-03-18;permesso di costruire in deroga;Rilasciata;2009-10-20;36800;9;;VIA GIUSEPPE MASSARENTI N.  9
119308;2012;2012-05-17;permesso di costruire in deroga;Rilasciata con prescrizioni;2012-10-15;13730;12;;VIA DEL CARROZZAIO N.  12
211861;2012;2012-09-12;permesso di costruire in deroga;Rilasciata con prescrizioni;2013-02-04;36550;13;;VIA ALFIERI MASERATI N.  13
26905;2013;2013-02-06;permesso di costruire in deroga;Rilasciata con prescrizioni;2013-03-06;36650;39;;VIA ERNESTO MASI N.  39
443673;2017;2017-12-05;permesso di costruire in deroga LR 15/2013;Rinunciata;2018-02-05;56100;160;;VIA S.STEFANO N.  160 INTERNO 0
857358;2022;2022-12-28;permesso di costruire in deroga LR 15/2013;Diniegata;2024-03-05;2900;154;;VIA DELL'ARCOVEGGIO N.  154 INTERNO 0  PIANO t
237792;2015;2015-07-28;permesso di costruire in deroga LR 15/2013 - non residenziale;Rinunciata;2016-12-01;2900;50;2;VIA DELL'ARCOVEGGIO N.  50 / 2 INTERNO 0
387666;2016;2016-11-21;permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-02-27;40910;14;;VIA PAOLO NANNI COSTA N.  14 INTERNO 0
163501;2019;2019-04-09;permesso di costruire LR 15/2013;Diniegata;2019-06-19;14300;62;;VIA CASTELDEBOLE N.  62 INTERNO 0  PIANO tutti
310532;2020;2020-08-05;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-07-19;16750;12;;VIA CIMABUE N.  12 INTERNO 0
37813;2019;2019-01-24;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-06-21;34000;4;;VIA INNOCENZO MALVASIA N.  4 INTERNO 0
185506;2020;2020-05-13;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-11-13;21350;168;2;VIA EMILIA LEVANTE N.  168 / 2 INTERNO 0
360494;2019;2019-08-07;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-10-25;9800;7;;VICOLO DEL BOSCO N.  7 INTERNO 0
306470;2020;2020-08-03;permesso di costruire LR 15/2013;Diniegata;2020-11-30;24850;2;;VIA DI GAIBOLA N.  2 INTERNO 0
404307;2020;2020-10-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-08-04;39350;68;2;VIA MONDO N.  68 / 2 INTERNO 0  PIANO T
389663;2019;2019-09-04;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-03-06;29250;4;;VIA ALESSANDRO GUARDASSONI N.  4 INTERNO 0
141582;2018;2018-04-06;permesso di costruire LR 15/2013;Rinunciata;2018-06-07;11050;32;;VIA CADRIANO N.  32 INTERNO /  PIANO T
195620;2020;2020-05-18;permesso di costruire LR 15/2013;Diniegata;2021-10-07;17950;244;;VIA DI CORTICELLA N.  244 INTERNO 0
12801;2019;2019-01-10;permesso di costruire LR 15/2013;Rinunciata;2019-03-29;35450;26;;VIA S. MARGHERITA AL COLLE N.  26 INTERNO 0
332793;2019;2019-07-18;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-01-21;7400;14;;VIA ELIO BERNARDI N.  14 INTERNO 0
109553;2018;2018-03-13;permesso di costruire LR 15/2013;Rilasciata;2018-04-23;36050;13;;VIA PAOLO G. MARTINI N.  13 INTERNO 0
179860;2019;2019-04-16;permesso di costruire LR 15/2013;Diniegata;2019-12-20;42850;76;;VIA DELL'OSSERVANZA N.  76 INTERNO 0
215891;2020;2020-06-01;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2020-08-25;60100;16;a;VIA VALDOSSOLA N.  16 / a INTERNO 0
112953;2020;2020-03-13;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-09-07;10670;2;;VIA BUON PASTORE N.  2 INTERNO 0
302235;2019;2019-06-30;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-07-27;25450;47;;VIA GIOVAN BATTISTA GANDINO N.  47 INTERNO 0
305654;2020;2020-07-31;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-02-10;250;1;;VIA DEGLI ACERI N.  1 INTERNO 0  PIANO T
305796;2020;2020-07-31;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-12-10;29750;24;;VIA GIUSEPPE GUIDICINI N.  24 INTERNO 0
152279;2020;2020-04-16;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-08-05;11220;3;;VIA CADUTI E DISP. IN GUERRA N.  3 INTERNO 0
516546;2020;2020-12-07;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-09-08;9830;2;;VIA GIUSEPPE BOSI N.  2
422922;2018;2018-10-15;permesso di costruire LR 15/2013;Rilasciata;2019-05-17;42450;24;;VIA PELLEGRINO A. ORLANDI N.  24 INTERNO 0
187218;2019;2019-04-20;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-10-03;5050;5;2;VIA DEL BARROCCIO N.  5 / 2 INTERNO 0
428885;2019;2019-09-27;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-04-01;31800;3;;VIA LETIZIA N.  3 INTERNO 0
346949;2019;2019-07-29;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-02-09;38100;59;;VIA GIUSEPPE MEZZOFANTI N.  59 INTERNO 0
501498;2020;2020-11-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-06-28;13900;25;;VIA DI CASAGLIA N.  25 INTERNO 0
194628;2014;2014-07-02;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2014-11-14;62300;16;;VIA DEL VIVAIO N.  16
313045;2014;2014-10-31;permesso di costruire LR 15/2013;Rilasciata;2015-10-19;55800;5;;VIA DELLO SPIRAGLIO N.  5 INTERNO 0
366477;2014;2014-12-22;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2015-07-30;45870;9;;VIA SAN PIER TOMMASO N.  9 INTERNO 0
89710;2015;2015-03-31;permesso di costruire LR 15/2013;Rilasciata;2015-07-28;800;10;;VIA ALAMANDINI N.  10 INTERNO 0
180519;2015;2015-06-13;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2015-10-29;18300;32;;VIA DONATO CRETI N.  32 INTERNO 0
290758;2015;2015-09-23;permesso di costruire LR 15/2013;Rilasciata;2016-03-18;62200;25;3;VIA S.VITTORE N.  25 / 3 INTERNO 1
406482;2015;2015-12-30;permesso di costruire LR 15/2013;Rinunciata;2016-04-11;31350;48;;VIA LEMONIA N.  48 INTERNO 0  PIANO t
9709;2016;2016-01-14;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-07-05;37300;;;VIA MAZZINI INTERNO 0  (Civico da definire)
80709;2016;2016-03-08;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2016-07-21;45000;3;A;VIA GIOV.BATTISTA PERGOLESI N.  3 / A INTERNO -
235904;2016;2016-07-08;permesso di costruire LR 15/2013;Rilasciata;2016-11-24;37300;;;VIA MAZZINI INTERNO 0  ( Civico da definire )
76157;2017;2017-02-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-12-13;47850;3;;VICOLO DEI PRATI N.  3 INTERNO 0
119558;2017;2017-04-03;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-11-02;26050;12;;VIA VINCENZO GEMITO N.  12 INTERNO 0
136008;2017;2017-04-14;permesso di costruire LR 15/2013;Rinunciata;2017-11-23;11130;53;;VIA CADUTI DI CASTELDEBOLE N.  53 INTERNO 0  PIANO 0
148727;2017;2017-04-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-10-25;20680;3;;VIA PAOLO DORE N.  3 INTERNO 0
161821;2017;2017-05-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-10-12;9300;2;;VIA FRATELLI BORDONI N.  2 INTERNO 0
179729;2017;2017-05-19;permesso di costruire LR 15/2013;Rinunciata;2017-05-23;53550;11;;VIA SCANDELLARA N.  11 INTERNO /
214838;2017;2017-06-13;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-05-02;56750;26;;VIA CLOTILDE TAMBRONI N.  26 INTERNO 0
225631;2017;2017-06-21;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-02-14;21430;3;;VIA FEDERIGO ENRIQUES N.  3 INTERNO 0
234358;2017;2017-06-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-11-23;7350;;;VIA DELLA BERLETA INTERNO 0  (Civico da definire)  PIANO T
269561;2017;2017-07-26;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-02-20;11050;28;;VIA CADRIANO N.  28 INTERNO 0
283549;2017;2017-08-09;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2018-05-28;22850;8;;VIA FILIPPINI N.  8 INTERNO 0
389684;2017;2017-10-26;permesso di costruire LR 15/2013;Rilasciata;2018-03-07;58650;13;;VIA ARTURO TOSCANINI N.  13 INTERNO 0  PIANO t-1
391447;2017;2017-10-27;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2017-12-13;13900;59;;VIA DI CASAGLIA N.  59 INTERNO 0
396250;2017;2017-11-01;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-03-28;56370;68;;VIA DEGLI STRADELLI GUELFI N.  68 INTERNO 0
419676;2017;2017-11-17;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-02-20;42850;30;;VIA DELL'OSSERVANZA N.  30 INTERNO 0
448758;2017;2017-12-11;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-04-17;62690;2;;VIA GIOVANNA ZACCHERINI ALVISI N.  2 INTERNO -
466217;2017;2017-12-23;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-05-16;35100;233;;VIA MARCO EMILIO LEPIDO N.  233 INTERNO 0
300183;2020;2020-07-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-12-22;24800;4;;VIA GAIBARA N.  4 INTERNO 0
337173;2020;2020-08-31;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-06-16;59350;20;2;VIA DEL TRIUMVIRATO N.  20 / 2
362649;2019;2019-08-08;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-05-15;5500;36;;VIA LAURA BASSI VERATTI N.  36 INTERNO 1
344394;2018;2018-08-21;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2019-10-31;10670;2;;VIA BUON PASTORE N.  2 INTERNO 0
307253;2018;2018-07-18;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2018-11-16;44500;15;2;VIA BARTOLOMEO PASSAROTTI N.  15 / 2 INTERNO 0
504417;2019;2019-11-13;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-02-18;6700;;;VIA BENAZZA INTERNO 0  (Civico da definire)
98385;2020;2020-03-04;permesso di costruire LR 15/2013;Diniegata;2020-10-22;59350;23;5;VIA DEL TRIUMVIRATO N.  23 / 5 INTERNO 0
146917;2021;2021-03-30;permesso di costruire LR 15/2013;Rilasciata con prescrizioni - Annullamento parziale PdC;2021-10-14;13900;47;;VIA DI CASAGLIA N.  47 INTERNO 0
231929;2021;2021-05-19;permesso di costruire LR 15/2013;Diniegata;2021-10-21;56000;7;;VIA DELLO STALLO N.  7 INTERNO 0  PIANO T,1-4
554380;2021;2021-12-09;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2022-03-25;60350;14;;VIA VALVERDE N.  14 INTERNO 0
579070;2021;2021-12-24;permesso di costruire LR 15/2013;Diniegata;2022-03-21;47700;41;2;VIA DEL POZZO N.  41 / 2 INTERNO /
69083;2022;2022-02-10;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2022-06-22;7400;12;;VIA ELIO BERNARDI N.  12 INTERNO 0
179281;2022;2022-04-14;permesso di costruire LR 15/2013;Diniegata;2022-07-19;42850;80;;VIA DELL'OSSERVANZA N.  80 INTERNO 0
196300;2022;2022-04-26;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-02-15;56000;7;;VIA DELLO STALLO N.  7 INTERNO 0
203044;2022;2022-04-29;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2022-04-29;8650;14;;VIA GIOVANNI BOCCACCIO N.  14 INTERNO 0
211595;2022;2022-05-05;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2022-08-04;47700;34;;VIA DEL POZZO N.  34 INTERNO 0
343286;2022;2022-05-28;permesso di costruire LR 15/2013;Rinunciata su istanza di parte;2022-06-17;5050;5;4;VIA DEL BARROCCIO N.  5 / 4 INTERNO 0
343287;2022;2022-05-28;permesso di costruire LR 15/2013;Diniegata;2022-07-27;31900;1;;VIA SANTA LIBERATA N.  1 INTERNO 0
487084;2022;2022-08-08;permesso di costruire LR 15/2013;Concluso;2023-10-03;8100;37;;VIA DELLA BEVERARA N.  37 INTERNO 0
606753;2022;2022-09-19;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-03-28;4000;20;;VIA AZZURRA N.  20 INTERNO 0
717346;2022;2022-11-02;permesso di costruire LR 15/2013;Rilasciata;2023-08-29;2250;43;;VIA DELL'ANGELO CUSTODE N.  43 INTERNO /
786747;2022;2022-11-22;permesso di costruire LR 15/2013;Diniegata;2024-01-10;38650;13;;VIA DEL MILLIARIO N.  13 INTERNO TUTTI  PIANO TUTTI
810084;2022;2022-12-02;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-11-24;31300;25;;VIA ERCOLE LELLI N.  25 INTERNO 0
182296;2023;2023-03-22;permesso di costruire LR 15/2013;Diniegata;2023-07-26;7400;12;;VIA ELIO BERNARDI N.  12 INTERNO -
441255;2023;2023-06-28;permesso di costruire LR 15/2013;Diniegata;2024-03-25;13900;;;VIA DI CASAGLIA INTERNO 0  (Civico da definire)
501942;2023;2023-07-28;permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-08-01;6400;29;;VIA BELLINZONA N.  29 INTERNO 0
834245;2023;2023-12-18;permesso di costruire LR 15/2013;;;50570;55;;VIA GIUSEPPE RIVANI N.  55 INTERNO 0
178143;2024;2024-03-19;permesso di costruire LR 15/2013;Diniegata;2024-05-29;40910;12;6;VIA PAOLO NANNI COSTA N.  12 / 6 INTERNO 0
525827;2024;2024-07-29;permesso di costruire LR 15/2013;Diniegata;2024-10-14;21400;209;6;VIA EMILIA PONENTE N.  209 / 6 INTERNO 0  PIANO T-1
843337;2024;2024-11-26;permesso di costruire LR 15/2013;;;2900;154;;VIA DELL'ARCOVEGGIO N.  154 INTERNO 0  PIANO t
279394;2019;2019-06-14;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-10-08;45700;55;;VIA PIAVE N.  55 INTERNO 0
329254;2018;2018-08-02;permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2019-01-15;750;80;;VIA AGUCCHI N.  80 INTERNO 0  PIANO t
418199;2020;2020-10-16;permesso di costruire LR 15/2013 - non residenziale;Diniegata_Suap;2021-05-20;15430;4;;VIALE SERGIO CAVINA N.  4 INTERNO 0  PIANO S1T1
238722;2019;2019-05-23;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-09-23;39700;42;;VIA MONTELLO N.  42 INTERNO 0
226959;2018;2018-05-30;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-10-02;29880;8;;VIA DELL'IDRAULICO N.  8 INTERNO 0
458594;2020;2020-11-09;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-02-10;30850;38;3;VIA LARGA N.  38 / 3 INTERNO 3
343163;2019;2019-07-26;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-06-30;58600;148;;VIA TOSCANA N.  148 INTERNO 0  PIANO t-1
183506;2020;2020-05-12;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-09-16;52950;236;;VIA SARAGOZZA N.  236 INTERNO 0
256263;2020;2020-06-30;permesso di costruire LR 15/2013 - non residenziale;Diniegata  Parere edilzio contrario CdS-Suap;2020-11-02;19450;45;;VIA DECUMANA N.  45 INTERNO -
473699;2020;2020-11-16;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-07-27;19450;45;2;VIA DECUMANA N.  45 / 2 INTERNO -
55114;2020;2020-02-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-03-29;63100;56;;VIA FRANCESCO ZANARDI N.  56 INTERNO /
286351;2020;2020-07-17;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-07-30;27030;5;;VIA DEI GIARDINI N.  5 INTERNO 0
314135;2020;2020-08-07;permesso di costruire LR 15/2013 - non residenziale;Diniegata_Suap;2021-01-12;25050;1;;VIA DUCCIO GALIMBERTI N.  1 INTERNO 0
58676;2019;2019-02-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-11-18;30850;35;2;VIA LARGA N.  35 / 2 INTERNO 0
417781;2020;2020-10-16;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2021-03-09;55950;71;8;VIA STALINGRADO N.  71 / 8 INTERNO 0
11674;2020;2020-01-10;permesso di costruire LR 15/2013 - non residenziale;Comunicazione di irricevibilità da SUAP;2020-01-20;61330;5;;VIA DEI VESTIARI N.  5 INTERNO 0
261283;2019;2019-06-05;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2020-01-15;57980;9;;VIALE PALMIRO TOGLIATTI N.  9 INTERNO C-D
447776;2018;2018-10-30;permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-12-27;17680;1;;VIA DEL CONCIATORE N.  1 INTERNO 0
